ngành,cá_nhân_khớp_ròng,tổ_chức_trong_nước_khớp_ròng,tự_doanh_khớp_ròng,nước_ngoài_khớp_ròng,cá_nhân_thỏa_thuận_ròng,tổ_chức_trong_nước_thỏa_thuận_ròng,tự_doanh_thỏa_thuận_ròng,nước_ngoài_thỏa_thuận_ròng,cá_nhân_tổng_gt_ròng,tổ_chức_trong_nước_tổng_gt_ròng,tự_doanh_tổng_gt_ròng,nước_ngoài_tổng_gt_ròng,ngày
Du lịch và Giải trí L2,9694054500.0,-2163396000.0,-4861230000.0,-2669428500.0,0.0,0.0,0.0,0.0,9694054500.0,-2163396000.0,-4861230000.0,-2669428500.0,2023-05-22
Hàng & Dịch vụ Công nghiệp L2,8797058099.0,-3222754000.0,170320000.0,-5744624100.0,131377725000.0,-131377725000.0,0.0,0.0,140174783099.0,-134600479000.0,170320000.0,-5744624100.0,2023-05-22
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-22
Truyền thông L2,-419147250.0,-3410000.0,0.0,422557250.0,0.0,0.0,0.0,0.0,-419147250.0,-3410000.0,0.0,422557250.0,2023-05-22
Xây dựng và Vật liệu L2,-2164124150.0,-4740483000.0,3040900000.0,3863707150.0,25527978084.0,-84.0,-25527978000.0,0.0,23363853934.0,-4740483084.0,-22487078000.0,3863707150.0,2023-05-22
Ô tô và phụ tùng L2,-2405815000.0,-1888360000.0,0.0,4294175000.0,0.0,0.0,0.0,0.0,-2405815000.0,-1888360000.0,0.0,4294175000.0,2023-05-22
Y tế L2,-3411129000.0,-7012000.0,0.0,3418141000.0,0.0,0.0,-909908000.0,909908000.0,-3411129000.0,-7012000.0,-909908000.0,4328049000.0,2023-05-22
"Điện, nước & xăng dầu khí đốt L2",-6024128500.0,-11391807000.0,1252705000.0,16163230500.0,0.0,-600.0,-8565903000.0,8565903600.0,-6024128500.0,-11391807600.0,-7313198000.0,24729134100.0,2023-05-22
Dầu khí L2,-7471935750.0,-102370000.0,332640000.0,7241665750.0,0.0,0.0,0.0,0.0,-7471935750.0,-102370000.0,332640000.0,7241665750.0,2023-05-22
Ngân hàng L2,560155213802.0,-474832372000.0,-2580050000.0,-82742791800.0,-22991750000.0,22991750000.0,0.0,0.0,537163463801.0,-451840622000.0,-2580050000.0,-82742791800.0,2023-05-23
Thực phẩm và đồ uống L2,305031719101.0,-22753878000.0,-17453910000.0,-264823931100.0,0.0,0.0,0.0,0.0,305031719101.0,-22753878000.0,-17453910000.0,-264823931100.0,2023-05-23
Dịch vụ tài chính L2,89062730850.0,20196386000.0,3004367000.0,-112263483850.0,1150021300.0,-25473300300.0,25473279000.0,-1150000000.0,90212752150.0,-5276914300.0,28477646000.0,-113413483850.0,2023-05-23
Bất động sản L2,84586053950.0,-48066001900.0,-29361470000.0,-7158582050.0,59146800000.0,-59146800000.0,0.0,0.0,143732853950.0,-107212801900.0,-29361470000.0,-7158582050.0,2023-05-23
Tài nguyên Cơ bản L2,78711343450.0,-15607726000.0,9346845000.0,-72450462450.0,-6909100000.0,6909100000.0,0.0,0.0,71802243450.0,-8698626000.0,9346845000.0,-72450462450.0,2023-05-23
Bán lẻ L2,50327512500.0,-4645604000.0,-47297730000.0,1615821500.0,0.0,0.0,0.0,0.0,50327512500.0,-4645604000.0,-47297730000.0,1615821500.0,2023-05-23
Hóa chất L2,40992763001.0,3768813000.0,-1727315000.0,-43034261000.0,0.0,0.0,0.0,0.0,40992763001.0,3768813000.0,-1727315000.0,-43034261000.0,2023-05-23
Hàng & Dịch vụ Công nghiệp L2,34238259349.0,-11925548000.0,746850000.0,-23059561350.0,0.0,0.0,0.0,0.0,34238259349.0,-11925548000.0,746850000.0,-23059561350.0,2023-05-23
Bảo hiểm L2,22643813451.0,-7200475000.0,1683150000.0,-17126488450.0,0.0,0.0,0.0,0.0,22643813451.0,-7200475000.0,1683150000.0,-17126488450.0,2023-05-23
Hàng cá nhân & Gia dụng L2,21204076000.0,-20796072000.0,-10014000000.0,9605996000.0,0.0,0.0,0.0,0.0,21204076000.0,-20796072000.0,-10014000000.0,9605996000.0,2023-05-23
Dầu khí L2,12028242801.0,2699435000.0,1365650000.0,-16093327800.0,0.0,0.0,0.0,0.0,12028242801.0,2699435000.0,1365650000.0,-16093327800.0,2023-05-23
Công nghệ Thông tin L2,8756120001.0,-2090297000.0,-7252610000.0,586787000.0,0.0,4125000000.0,-4125000000.0,0.0,8756120001.0,2034703000.0,-11377610000.0,586787000.0,2023-05-23
"Điện, nước & xăng dầu khí đốt L2",8402149260.0,4615419640.0,59375000.0,-13076943900.0,0.0,-25794875000.0,-1805125000.0,27600000000.0,8402149260.0,-21179455360.0,-1745750000.0,14523056100.0,2023-05-23
Du lịch và Giải trí L2,2728391300.0,2090381000.0,-2661750000.0,-2157022300.0,0.0,0.0,0.0,0.0,2728391300.0,2090381000.0,-2661750000.0,-2157022300.0,2023-05-23
Ô tô và phụ tùng L2,48746960.0,-2165686000.0,0.0,2116939040.0,0.0,0.0,0.0,0.0,48746960.0,-2165686000.0,0.0,2116939040.0,2023-05-23
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-23
Truyền thông L2,-315259000.0,-10400000.0,0.0,325659000.0,0.0,0.0,0.0,0.0,-315259000.0,-10400000.0,0.0,325659000.0,2023-05-23
Y tế L2,-1758021001.0,171651000.0,0.0,1586370000.0,0.0,0.0,0.0,0.0,-1758021001.0,171651000.0,0.0,1586370000.0,2023-05-23
Xây dựng và Vật liệu L2,-12210370299.0,2786556000.0,1964580000.0,7459234300.0,0.0,0.0,0.0,0.0,-12210370299.0,2786556000.0,1964580000.0,7459234300.0,2023-05-23
Ngân hàng L2,172962922704.0,-144937845200.0,34995990000.0,-63021067500.0,42721901850.0,-4321832850.0,-69000.0,-38400000000.0,215684824552.0,-149259678050.0,34995921000.0,-101421067500.0,2023-05-24
Thực phẩm và đồ uống L2,149769746902.0,-44449248000.0,2830830000.0,-108151328900.0,7750743800.0,0.0,0.0,-7750743800.0,157520490702.0,-44449248000.0,2830830000.0,-115902072700.0,2023-05-24
Tài nguyên Cơ bản L2,125076694151.0,10285147500.0,22079180000.0,-157441021650.0,926400000.0,-926400000.0,0.0,0.0,126003094151.0,9358747500.0,22079180000.0,-157441021650.0,2023-05-24
Dịch vụ tài chính L2,87262316700.0,54151807050.0,-18109810000.0,-123304313750.0,0.0,-12589400000.0,12589400000.0,0.0,87262316700.0,41562407050.0,-5520410000.0,-123304313750.0,2023-05-24
Bất động sản L2,83975292488.0,1032410000.0,-5642828000.0,-79364874490.0,-54607500000.0,54607500000.0,0.0,0.0,29367792488.0,55639910000.0,-5642828000.0,-79364874490.0,2023-05-24
Hóa chất L2,27716480001.0,-9930550000.0,660920000.0,-18446850000.0,-10212306000.0,5148000000.0,5064306000.0,0.0,17504174001.0,-4782550000.0,5725226000.0,-18446850000.0,2023-05-24
Hàng cá nhân & Gia dụng L2,19177212702.0,-12114777000.0,-4721700000.0,-2340735700.0,0.0,0.0,0.0,0.0,19177212702.0,-12114777000.0,-4721700000.0,-2340735700.0,2023-05-24
Xây dựng và Vật liệu L2,12258188400.0,-28238746000.0,4480230000.0,11500327600.0,-10600000000.0,0.0,10600000000.0,0.0,1658188399.0,-28238746000.0,15080230000.0,11500327600.0,2023-05-24
Bán lẻ L2,4743221000.0,-12650081000.0,1483915000.0,6422945000.0,0.0,0.0,0.0,0.0,4743221000.0,-12650081000.0,1483915000.0,6422945000.0,2023-05-24
Công nghệ Thông tin L2,4732765500.0,-56490000.0,-4420863000.0,-255412500.0,0.0,0.0,0.0,0.0,4732765500.0,-56490000.0,-4420863000.0,-255412500.0,2023-05-24
Dầu khí L2,4505357500.0,-2073175000.0,401330000.0,-2833512500.0,0.0,0.0,0.0,0.0,4505357500.0,-2073175000.0,401330000.0,-2833512500.0,2023-05-24
Ô tô và phụ tùng L2,1728767000.0,-2065463000.0,0.0,336696000.0,0.0,0.0,0.0,0.0,1728767000.0,-2065463000.0,0.0,336696000.0,2023-05-24
Bảo hiểm L2,1390204800.0,-6041505000.0,1663880000.0,2987420200.0,0.0,0.0,0.0,0.0,1390204800.0,-6041505000.0,1663880000.0,2987420200.0,2023-05-24
Du lịch và Giải trí L2,163390400.0,-715966000.0,50090000.0,502485600.0,0.0,0.0,0.0,0.0,163390400.0,-715966000.0,50090000.0,502485600.0,2023-05-24
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-24
Truyền thông L2,-450000.0,-3510000.0,0.0,3960000.0,0.0,0.0,0.0,0.0,-450000.0,-3510000.0,0.0,3960000.0,2023-05-24
Y tế L2,-3762667000.0,737258000.0,0.0,3025409000.0,0.0,0.0,0.0,0.0,-3762667000.0,737258000.0,0.0,3025409000.0,2023-05-24
Hàng & Dịch vụ Công nghiệp L2,-5169639751.0,-2832038600.0,4075820000.0,3925858350.0,0.0,0.0,0.0,0.0,-5169639751.0,-2832038600.0,4075820000.0,3925858350.0,2023-05-24
"Điện, nước & xăng dầu khí đốt L2",-8443641800.0,6705645000.0,-2401625000.0,4139621800.0,0.0,13000.0,-13000.0,0.0,-8443641800.0,6705658000.0,-2401638000.0,4139621800.0,2023-05-24
Tài nguyên Cơ bản L2,76940847450.0,468816000.0,13316445000.0,-90726108450.0,2045740000.0,-2045740000.0,0.0,0.0,78986587450.0,-1576924000.0,13316445000.0,-90726108450.0,2023-05-25
Hóa chất L2,46501401300.0,-22473544000.0,628930000.0,-24656787300.0,-8496705000.0,0.0,8496705000.0,0.0,38004696300.0,-22473544000.0,9125635000.0,-24656787300.0,2023-05-25
Dịch vụ tài chính L2,29229140349.0,5868247250.0,62387044000.0,-97484431600.0,-5046228850.0,-37009150150.0,40895379000.0,1160000000.0,24182911499.0,-31140902900.0,103282423000.0,-96324431600.0,2023-05-25
Ngân hàng L2,24172050751.0,8467996050.0,23844125000.0,-56484171800.0,-4609581950.0,30942099950.0,-2520018000.0,-23812500000.0,19562468801.0,39410096000.0,21324107000.0,-80296671800.0,2023-05-25
Bán lẻ L2,23232594400.0,-6623439000.0,-6754700000.0,-9854455400.0,0.0,0.0,0.0,0.0,23232594400.0,-6623439000.0,-6754700000.0,-9854455400.0,2023-05-25
Dầu khí L2,21604781200.0,-10326965000.0,-4239215000.0,-7038601200.0,0.0,0.0,0.0,0.0,21604781200.0,-10326965000.0,-4239215000.0,-7038601200.0,2023-05-25
Hàng cá nhân & Gia dụng L2,20950406000.0,-10980204000.0,-6829770000.0,-3140432000.0,0.0,0.0,0.0,0.0,20950406000.0,-10980204000.0,-6829770000.0,-3140432000.0,2023-05-25
Xây dựng và Vật liệu L2,17272876949.0,-14881891100.0,3753075000.0,-6144060850.0,0.0,0.0,0.0,0.0,17272876949.0,-14881891100.0,3753075000.0,-6144060850.0,2023-05-25
Y tế L2,11906487400.0,505242000.0,0.0,-12411729400.0,0.0,0.0,0.0,0.0,11906487400.0,505242000.0,0.0,-12411729400.0,2023-05-25
Hàng & Dịch vụ Công nghiệp L2,10124659900.0,1976710000.0,-5711087000.0,-6390282900.0,0.0,0.0,0.0,0.0,10124659900.0,1976710000.0,-5711087000.0,-6390282900.0,2023-05-25
"Điện, nước & xăng dầu khí đốt L2",8186781701.0,-16329215000.0,3696725000.0,4445708300.0,0.0,4080000000.0,-4080000000.0,0.0,8186781701.0,-12249215000.0,-383275000.0,4445708300.0,2023-05-25
Du lịch và Giải trí L2,6509269600.0,885324000.0,3917300000.0,-11311893600.0,0.0,0.0,0.0,0.0,6509269600.0,885324000.0,3917300000.0,-11311893600.0,2023-05-25
Ô tô và phụ tùng L2,3014420999.0,-4008234000.0,0.0,993813000.0,0.0,0.0,0.0,0.0,3014420999.0,-4008234000.0,0.0,993813000.0,2023-05-25
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-25
Truyền thông L2,-2850000.0,1140000.0,0.0,1710000.0,0.0,0.0,0.0,0.0,-2850000.0,1140000.0,0.0,1710000.0,2023-05-25
Thực phẩm và đồ uống L2,-383086250.0,-10059965500.0,17340704000.0,-6897652250.0,-1211311400.0,1211311400.0,0.0,0.0,-1594397649.0,-8848654100.0,17340704000.0,-6897652250.0,2023-05-25
Bảo hiểm L2,-1029495950.0,-577435000.0,452400000.0,1154530950.0,0.0,0.0,0.0,0.0,-1029495950.0,-577435000.0,452400000.0,1154530950.0,2023-05-25
Công nghệ Thông tin L2,-16632311900.0,-4443455000.0,20986264000.0,89502900.0,0.0,4140000000.0,-4140000000.0,0.0,-16632311900.0,-303455000.0,16846264000.0,89502900.0,2023-05-25
Bất động sản L2,-44263610608.0,72233160750.0,20740278000.0,-48709828140.0,0.0,3450000000.0,-3450000000.0,0.0,-44263610608.0,75683160750.0,17290278000.0,-48709828140.0,2023-05-25
Ngân hàng L2,131726922452.0,-109376518000.0,-18380900000.0,-3969504450.0,-29776531850.0,-56252000150.0,64366532000.0,21662000000.0,101950390602.0,-165628518150.0,45985632000.0,17692495550.0,2023-05-26
Tài nguyên Cơ bản L2,87061695650.0,-609768750.0,987925000.0,-87439851900.0,-2027100000.0,2027100000.0,0.0,0.0,85034595651.0,1417331250.0,987925000.0,-87439851900.0,2023-05-26
Dịch vụ tài chính L2,81795714400.0,5336532000.0,14458312000.0,-101590558400.0,-4620000000.0,-19665200000.0,24285200000.0,0.0,77175714400.0,-14328668000.0,38743512000.0,-101590558400.0,2023-05-26
Bất động sản L2,32916307379.0,-31022088000.0,-3644596000.0,1750376620.0,107757500000.0,3212000000.0,0.0,-110969500000.0,140673807379.0,-27810088000.0,-3644596000.0,-109219123380.0,2023-05-26
Hóa chất L2,25189769500.0,-8038153500.0,-4501710000.0,-12649906000.0,0.0,0.0,0.0,0.0,25189769500.0,-8038153500.0,-4501710000.0,-12649906000.0,2023-05-26
Bảo hiểm L2,19835449999.0,3238445000.0,-13380000.0,-23060515000.0,0.0,0.0,0.0,0.0,19835449999.0,3238445000.0,-13380000.0,-23060515000.0,2023-05-26
"Điện, nước & xăng dầu khí đốt L2",16665260000.0,-20119108000.0,-97370000.0,3551218000.0,0.0,400.0,-1865884000.0,1865883600.0,16665260000.0,-20119107600.0,-1963254000.0,5417101600.0,2023-05-26
Hàng & Dịch vụ Công nghiệp L2,15559736498.0,11850095000.0,-1938032000.0,-25471799500.0,-12660000000.0,12660000000.0,0.0,0.0,2899736498.0,24510095000.0,-1938032000.0,-25471799500.0,2023-05-26
Công nghệ Thông tin L2,14113281000.0,-16472541000.0,1311190000.0,1048070000.0,0.0,0.0,0.0,0.0,14113281000.0,-16472541000.0,1311190000.0,1048070000.0,2023-05-26
Dầu khí L2,13546225000.0,-2856005000.0,-1952380000.0,-8737840000.0,0.0,0.0,0.0,0.0,13546225000.0,-2856005000.0,-1952380000.0,-8737840000.0,2023-05-26
Thực phẩm và đồ uống L2,7081022049.0,-228835000.0,2980000.0,-6855167050.0,0.0,0.0,0.0,0.0,7081022049.0,-228835000.0,2980000.0,-6855167050.0,2023-05-26
Hàng cá nhân & Gia dụng L2,6643836702.0,-1146975000.0,-5699430000.0,202568300.0,0.0,0.0,0.0,0.0,6643836702.0,-1146975000.0,-5699430000.0,202568300.0,2023-05-26
Xây dựng và Vật liệu L2,3908857050.0,-15516555000.0,2516855000.0,9090842950.0,0.0,0.0,0.0,0.0,3908857050.0,-15516555000.0,2516855000.0,9090842950.0,2023-05-26
Du lịch và Giải trí L2,3614003001.0,-406078000.0,-147200000.0,-3060725000.0,0.0,0.0,0.0,0.0,3614003001.0,-406078000.0,-147200000.0,-3060725000.0,2023-05-26
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-26
Truyền thông L2,-401225000.0,-2330000.0,0.0,403555000.0,0.0,0.0,0.0,0.0,-401225000.0,-2330000.0,0.0,403555000.0,2023-05-26
Y tế L2,-1012271200.0,205015000.0,0.0,807256200.0,0.0,0.0,0.0,0.0,-1012271200.0,205015000.0,0.0,807256200.0,2023-05-26
Ô tô và phụ tùng L2,-1644318000.0,931495000.0,0.0,712823000.0,0.0,0.0,0.0,0.0,-1644318000.0,931495000.0,0.0,712823000.0,2023-05-26
Bán lẻ L2,-4471972700.0,-3741673000.0,-2408140000.0,10621785700.0,189000000.0,0.0,0.0,-189000000.0,-4282972700.0,-3741673000.0,-2408140000.0,10432785700.0,2023-05-26
Ngân hàng L2,98113462550.0,-157971300000.0,15723095000.0,44134742450.0,-218791369600.0,-47862272400.0,280853642000.0,-14200000000.0,-120677907050.0,-205833572400.0,296576737000.0,29934742450.0,2023-05-29
Hàng & Dịch vụ Công nghiệp L2,38694447970.0,-54621830000.0,2278620000.0,13648762030.0,0.0,0.0,0.0,0.0,38694447970.0,-54621830000.0,2278620000.0,13648762030.0,2023-05-29
Thực phẩm và đồ uống L2,23567731610.0,-8725899020.0,12033520000.0,-26875352590.0,0.0,0.0,0.0,0.0,23567731609.0,-8725899020.0,12033520000.0,-26875352590.0,2023-05-29
Dầu khí L2,22615732000.0,-2684005000.0,-2927150000.0,-17004577000.0,0.0,0.0,0.0,0.0,22615732000.0,-2684005000.0,-2927150000.0,-17004577000.0,2023-05-29
Hóa chất L2,13238659000.0,11749831000.0,1798540000.0,-26787030000.0,0.0,0.0,0.0,0.0,13238659000.0,11749831000.0,1798540000.0,-26787030000.0,2023-05-29
Bán lẻ L2,9970953000.0,-16192923000.0,4096620000.0,2125350000.0,0.0,0.0,0.0,0.0,9970953000.0,-16192923000.0,4096620000.0,2125350000.0,2023-05-29
Hàng cá nhân & Gia dụng L2,9631667999.0,-9789474000.0,1504555000.0,-1346749000.0,0.0,0.0,0.0,0.0,9631667999.0,-9789474000.0,1504555000.0,-1346749000.0,2023-05-29
Ô tô và phụ tùng L2,3198387000.0,-1186532000.0,0.0,-2011855000.0,0.0,0.0,0.0,0.0,3198387000.0,-1186532000.0,0.0,-2011855000.0,2023-05-29
Bảo hiểm L2,2639347400.0,-6053140000.0,130915000.0,3282877600.0,0.0,0.0,0.0,0.0,2639347400.0,-6053140000.0,130915000.0,3282877600.0,2023-05-29
Truyền thông L2,8565000.0,-2440000.0,0.0,-6125000.0,0.0,0.0,0.0,0.0,8565000.0,-2440000.0,0.0,-6125000.0,2023-05-29
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-29
Du lịch và Giải trí L2,-3125060800.0,300877000.0,1917970000.0,906213800.0,-164835000000.0,164835000000.0,0.0,0.0,-167960060800.0,165135877000.0,1917970000.0,906213800.0,2023-05-29
Công nghệ Thông tin L2,-3869890090.0,-3936877100.0,6332160000.0,1474607190.0,0.0,0.0,0.0,0.0,-3869890090.0,-3936877100.0,6332160000.0,1474607190.0,2023-05-29
Y tế L2,-4154304000.0,1583149000.0,0.0,2571155000.0,0.0,0.0,0.0,0.0,-4154304000.0,1583149000.0,0.0,2571155000.0,2023-05-29
Xây dựng và Vật liệu L2,-7703566196.0,-490376600.0,102150000.0,8091792800.0,-2150000000.0,2150000000.0,0.0,0.0,-9853566196.0,1659623400.0,102150000.0,8091792800.0,2023-05-29
"Điện, nước & xăng dầu khí đốt L2",-10434250000.0,1487700000.0,3703295000.0,5243255000.0,0.0,0.0,0.0,0.0,-10434250000.0,1487700000.0,3703295000.0,5243255000.0,2023-05-29
Tài nguyên Cơ bản L2,-23625844799.0,15957958800.0,345700000.0,7322186000.0,-4018000000.0,-2764980000.0,4018000000.0,2764980000.0,-27643844799.0,13192978800.0,4363700000.0,10087166000.0,2023-05-29
Dịch vụ tài chính L2,-78174086650.0,17049575300.0,675640000.0,60448871350.0,-9622000000.0,-16544900000.0,26166900000.0,0.0,-87796086650.0,504675300.0,26842540000.0,60448871350.0,2023-05-29
Bất động sản L2,-86934996000.0,18716726470.0,8835857000.0,59382412531.0,0.0,0.0,0.0,0.0,-86934996000.0,18716726470.0,8835857000.0,59382412531.0,2023-05-29
Ngân hàng L2,432550177600.0,-419076894350.0,-1388462000.0,-12084821250.0,785910723600.0,13648655400.0,-67379499000.0,-732179880000.0,1218460901199.0,-405428238950.0,-68767961000.0,-744264701250.0,2023-05-30
Tài nguyên Cơ bản L2,83137867449.0,-10704033900.0,-14776179000.0,-57657654550.0,3061220000.0,-3061220000.0,0.0,0.0,86199087449.0,-13765253900.0,-14776179000.0,-57657654550.0,2023-05-30
Thực phẩm và đồ uống L2,80208431881.0,-15186192380.0,13074135000.0,-78096374500.0,0.0,0.0,0.0,0.0,80208431881.0,-15186192380.0,13074135000.0,-78096374500.0,2023-05-30
Hàng cá nhân & Gia dụng L2,19457214451.0,-13881791250.0,-3950121000.0,-1625302200.0,-2340000000.0,0.0,0.0,2340000000.0,17117214451.0,-13881791250.0,-3950121000.0,714697800.0,2023-05-30
"Điện, nước & xăng dầu khí đốt L2",16479923499.0,-6898504000.0,5740185000.0,-15321604500.0,0.0,0.0,0.0,0.0,16479923499.0,-6898504000.0,5740185000.0,-15321604500.0,2023-05-30
Bất động sản L2,13847440451.0,20280882050.0,7295021000.0,-41423343500.0,-100978050000.0,979852000.0,-52000.0,99998250000.0,-87130609551.0,21260734050.0,7294969000.0,58574906500.0,2023-05-30
Bảo hiểm L2,7305317600.0,-990370000.0,118915000.0,-6433862600.0,0.0,0.0,0.0,0.0,7305317600.0,-990370000.0,118915000.0,-6433862600.0,2023-05-30
Hàng & Dịch vụ Công nghiệp L2,2470221902.0,-2690865200.0,768469000.0,-547825699.0,0.0,0.0,0.0,0.0,2470221902.0,-2690865200.0,768469000.0,-547825699.0,2023-05-30
Dầu khí L2,2048109400.0,1270220400.0,-1095710000.0,-2222619800.0,0.0,0.0,0.0,0.0,2048109400.0,1270220400.0,-1095710000.0,-2222619800.0,2023-05-30
Ô tô và phụ tùng L2,1074903300.0,-2182705000.0,0.0,1107801700.0,0.0,0.0,0.0,0.0,1074903300.0,-2182705000.0,0.0,1107801700.0,2023-05-30
Truyền thông L2,180460001.0,0.0,0.0,-180460000.0,0.0,0.0,0.0,0.0,180460000.0,0.0,0.0,-180460000.0,2023-05-30
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-05-30
Hóa chất L2,-2433333080.0,-21137364000.0,1899250000.0,21671447080.0,0.0,0.0,0.0,0.0,-2433333080.0,-21137364000.0,1899250000.0,21671447080.0,2023-05-30
Y tế L2,-2803886300.0,-1591785000.0,-690000.0,4396361300.0,0.0,0.0,0.0,0.0,-2803886300.0,-1591785000.0,-690000.0,4396361300.0,2023-05-30
Du lịch và Giải trí L2,-4578148000.0,381385000.0,3295170000.0,901593000.0,0.0,0.0,0.0,0.0,-4578148000.0,381385000.0,3295170000.0,901593000.0,2023-05-30
Xây dựng và Vật liệu L2,-10088836448.0,5808795100.0,1809860000.0,2470181350.0,0.0,0.0,0.0,0.0,-10088836449.0,5808795100.0,1809860000.0,2470181350.0,2023-05-30
Bán lẻ L2,-14378180481.0,-20489168620.0,-6163929000.0,41031278100.0,36000.0,0.0,-36000.0,0.0,-14378144481.0,-20489168620.0,-6163965000.0,41031278100.0,2023-05-30
Công nghệ Thông tin L2,-43756205350.0,737132670.0,41291447000.0,1727625680.0,-26616660000.0,-240030000000.0,-44894500000.0,311541160000.0,-70372865350.0,-239292867330.0,-3603053000.0,313268785680.0,2023-05-30
Dịch vụ tài chính L2,-60974335640.0,69075942400.0,46848737000.0,-54950343760.0,-2084200000.0,-69021800000.0,72231000000.0,-1125000000.0,-63058535640.0,54142400.0,119079737000.0,-56075343760.0,2023-05-30
Ngân hàng L2,481690393851.0,-432420311400.0,-1594455000.0,-47675627450.0,105531028100.0,-103914120100.0,57049972000.0,-58666880000.0,587221421951.0,-536334431500.0,55455517000.0,-106342507450.0,2023-05-31
Bất động sản L2,140973993529.0,6337976300.0,-5037519000.0,-142274450830.0,0.0,-3210000000.0,0.0,3210000000.0,140973993529.0,3127976300.0,-5037519000.0,-139064450830.0,2023-05-31
Xây dựng và Vật liệu L2,111560336402.0,-86168373400.0,-16022785000.0,-9369178000.0,4314800000.0,-2150000000.0,0.0,-2164800000.0,115875136402.0,-88318373400.0,-16022785000.0,-11533978000.0,2023-05-31
Tài nguyên Cơ bản L2,83556037051.0,-19569562000.0,872165000.0,-64858640050.0,6374750000.0,-2621630000.0,-3753120000.0,0.0,89930787051.0,-22191192000.0,-2880955000.0,-64858640050.0,2023-05-31
Thực phẩm và đồ uống L2,80305908961.0,-5757364000.0,-3103826000.0,-71444718960.0,0.0,0.0,0.0,0.0,80305908960.0,-5757364000.0,-3103826000.0,-71444718960.0,2023-05-31
Hàng & Dịch vụ Công nghiệp L2,38107422450.0,15517142000.0,-8555555000.0,-45069009450.0,0.0,0.0,0.0,0.0,38107422450.0,15517142000.0,-8555555000.0,-45069009450.0,2023-05-31
"Điện, nước & xăng dầu khí đốt L2",33364882500.0,-32889197400.0,5000730000.0,-5476415100.0,0.0,0.0,0.0,0.0,33364882500.0,-32889197400.0,5000730000.0,-5476415100.0,2023-05-31
Bảo hiểm L2,13153413799.0,1807535000.0,36165000.0,-14997113800.0,0.0,0.0,0.0,0.0,13153413799.0,1807535000.0,36165000.0,-14997113800.0,2023-05-31
